Institute_Type,College_Code,College_Name,CAP_Seats,Choice_Code,Course_Name,SI,MS_Seats,Minority_Seats,All_India,Institute_Seats,Orphan,Row_Type,OPEN_G,OPEN_L,SC_G,SC_L,ST_G,ST_L,VJ/DT_G,VJ/DT_L,NTB_G,NTB_L,NTC_G,NTC_L,NTD_G,NTD_L,OBC_G,OBC_L,SEBC_G,SEBC_L,Total_G+L
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,HU,9,4,3,2,1,1,2,0,0,0,1,1,1,0,5,1,3,1,35
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,OHU,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,11
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513937210,Electronics and Telecommunication Engg,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513946410,Instrumentation and Control Engineering,60,51,0,9,0,1,HU,9,4,3,1,2,1,0,0,1,1,1,0,0,0,3,2,2,1,31
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513946410,Instrumentation and Control Engineering,60,51,0,9,0,1,OHU,3,2,1,1,0,1,1,0,0,0,1,0,1,0,2,0,1,1,15
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513946410,Instrumentation and Control Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513946410,Instrumentation and Control Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513946410,Instrumentation and Control Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513950710,Chemical Engineering,60,51,0,9,0,1,HU,9,4,4,1,2,0,1,1,0,0,1,1,1,0,4,1,3,1,34
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513950710,Chemical Engineering,60,51,0,9,0,1,OHU,4,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,12
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513950710,Chemical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513950710,Chemical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513950710,Chemical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513961210,Mechanical Engineering,60,51,0,9,0,1,HU,9,4,3,1,2,1,1,0,1,0,1,0,0,1,4,2,2,1,33
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513961210,Mechanical Engineering,60,51,0,9,0,1,OHU,3,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,13
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513961210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513961210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513961210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513984410,Electronics and Computer Engineering,60,39,0,9,12,0,HU,7,3,2,2,1,1,1,0,1,0,1,0,0,0,3,2,1,1,26
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513984410,Electronics and Computer Engineering,60,39,0,9,12,0,OHU,3,0,1,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0,11
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513984410,Electronics and Computer Engineering,60,39,0,9,12,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513984410,Electronics and Computer Engineering,60,39,0,9,12,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513984410,Electronics and Computer Engineering,60,39,0,9,12,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513991610,Automation and Robotics,60,51,0,9,0,1,HU,9,4,4,1,2,0,0,1,0,0,1,1,1,0,4,2,3,1,34
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513991610,Automation and Robotics,60,51,0,9,0,1,OHU,3,2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,12
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513991610,Automation and Robotics,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513991610,Automation and Robotics,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",60,0513991610,Automation and Robotics,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513999510,Artificial Intelligence and Data Science,60,39,0,9,12,0,HU,7,3,2,1,1,1,0,0,0,1,1,0,1,0,4,1,1,1,25
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513999510,Artificial Intelligence and Data Science,60,39,0,9,12,0,OHU,3,1,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,1,12
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513999510,Artificial Intelligence and Data Science,60,39,0,9,12,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513999510,Artificial Intelligence and Data Science,60,39,0,9,12,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",48,0513999510,Artificial Intelligence and Data Science,60,39,0,9,12,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515119110,Civil Engineering,60,45,0,9,6,0,HU,8,3,3,2,2,0,2,0,1,0,1,1,0,0,4,2,3,0,32
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515119110,Civil Engineering,60,45,0,9,6,0,OHU,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,11
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515119110,Civil Engineering,60,45,0,9,6,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515119110,Civil Engineering,60,45,0,9,6,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515119110,Civil Engineering,60,45,0,9,6,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124510,Computer Engineering,120,78,0,18,24,1,HU,14,6,5,1,2,1,0,1,1,0,1,0,0,1,7,3,3,2,48
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124510,Computer Engineering,120,78,0,18,24,1,OHU,5,2,2,0,1,1,1,0,0,1,0,1,0,1,2,1,2,1,21
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124510,Computer Engineering,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124510,Computer Engineering,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124510,Computer Engineering,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124610,Information Technology,120,78,0,18,24,1,HU,14,6,4,2,3,2,2,0,1,1,1,1,1,0,6,3,4,2,53
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124610,Information Technology,120,78,0,18,24,1,OHU,5,2,1,1,1,0,0,0,0,0,1,0,0,0,2,1,2,0,16
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124610,Information Technology,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124610,Information Technology,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515124610,Information Technology,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515129310,Electrical Engineering,60,45,0,9,6,0,HU,8,3,3,1,2,0,1,0,0,0,2,0,1,0,4,1,2,1,29
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515129310,Electrical Engineering,60,45,0,9,6,0,OHU,4,1,1,1,0,1,1,0,1,0,0,0,0,0,2,1,0,1,14
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515129310,Electrical Engineering,60,45,0,9,6,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515129310,Electrical Engineering,60,45,0,9,6,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515129310,Electrical Engineering,60,45,0,9,6,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",48,0515137210,Electronics and Telecommunication Engg,60,39,0,9,12,0,HU,7,3,2,1,1,1,0,1,1,0,0,0,0,0,4,2,2,1,26
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",48,0515137210,Electronics and Telecommunication Engg,60,39,0,9,12,0,OHU,2,1,2,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,11
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",48,0515137210,Electronics and Telecommunication Engg,60,39,0,9,12,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",48,0515137210,Electronics and Telecommunication Engg,60,39,0,9,12,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",48,0515137210,Electronics and Telecommunication Engg,60,39,0,9,12,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",108,0515161210,Mechanical Engineering,120,90,0,18,12,1,HU,16,7,5,2,3,1,1,0,1,1,1,1,1,1,8,3,4,1,57
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",108,0515161210,Mechanical Engineering,120,90,0,18,12,1,OHU,6,3,1,1,1,1,0,1,1,0,1,0,0,0,3,1,1,1,22
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",108,0515161210,Mechanical Engineering,120,90,0,18,12,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",108,0515161210,Mechanical Engineering,120,90,0,18,12,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",108,0515161210,Mechanical Engineering,120,90,0,18,12,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515184410,Electronics and Computer Engineering,60,45,0,9,6,0,HU,8,4,2,2,1,1,1,0,1,0,1,0,0,0,4,2,2,1,30
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515184410,Electronics and Computer Engineering,60,45,0,9,6,0,OHU,3,1,2,0,1,0,0,0,0,0,0,0,1,0,2,1,2,0,13
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515184410,Electronics and Computer Engineering,60,45,0,9,6,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515184410,Electronics and Computer Engineering,60,45,0,9,6,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",54,0515184410,Electronics and Computer Engineering,60,45,0,9,6,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515199510,Artificial Intelligence and Data Science,120,78,0,18,24,1,HU,13,6,5,1,3,1,1,1,1,0,1,1,2,0,6,3,4,1,50
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515199510,Artificial Intelligence and Data Science,120,78,0,18,24,1,OHU,5,3,1,1,2,0,1,0,0,0,0,1,0,0,2,1,1,1,19
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515199510,Artificial Intelligence and Data Science,120,78,0,18,24,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515199510,Artificial Intelligence and Data Science,120,78,0,18,24,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",96,0515199510,Artificial Intelligence and Data Science,120,78,0,18,24,1,EWS,,,,,,,,,,,,,,,,,,,12
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516119110,Civil Engineering,60,51,0,9,0,1,HU,9,4,2,2,2,1,1,0,0,1,1,1,0,0,5,1,2,1,33
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516119110,Civil Engineering,60,51,0,9,0,1,OHU,4,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,2,0,13
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516119110,Civil Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516119110,Civil Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516119110,Civil Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",78,0516124510,Computer Engineering,90,64,0,14,12,1,HU,12,4,5,1,1,1,0,1,1,0,1,0,0,1,4,3,3,2,40
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",78,0516124510,Computer Engineering,90,64,0,14,12,1,OHU,5,2,2,1,2,0,0,0,1,0,1,0,0,0,2,1,1,1,19
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",78,0516124510,Computer Engineering,90,64,0,14,12,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",78,0516124510,Computer Engineering,90,64,0,14,12,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",78,0516124510,Computer Engineering,90,64,0,14,12,1,EWS,,,,,,,,,,,,,,,,,,,9
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",84,0516124610,Information Technology,90,70,0,14,6,1,HU,12,6,3,2,3,1,1,0,1,0,2,0,2,0,6,2,3,1,45
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",84,0516124610,Information Technology,90,70,0,14,6,1,OHU,4,2,2,0,0,1,0,1,0,1,0,0,0,0,2,1,1,1,16
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",84,0516124610,Information Technology,90,70,0,14,6,1,PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",84,0516124610,Information Technology,90,70,0,14,6,1,DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",84,0516124610,Information Technology,90,70,0,14,6,1,EWS,,,,,,,,,,,,,,,,,,,9
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516125710,Computer Science and Design,60,45,0,9,6,0,HU,8,3,4,1,2,0,1,0,1,0,0,0,0,0,4,2,3,1,30
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516125710,Computer Science and Design,60,45,0,9,6,0,OHU,4,1,1,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,13
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516125710,Computer Science and Design,60,45,0,9,6,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516125710,Computer Science and Design,60,45,0,9,6,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516125710,Computer Science and Design,60,45,0,9,6,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516129310,Electrical Engineering,60,51,0,9,0,1,HU,9,4,2,2,2,1,1,0,0,1,1,1,0,1,4,2,2,1,34
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516129310,Electrical Engineering,60,51,0,9,0,1,OHU,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,12
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516129310,Electrical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516129310,Electrical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516129310,Electrical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137210,Electronics and Telecommunication Engg,60,51,0,9,0,1,HU,9,4,3,1,1,1,1,1,1,0,1,0,1,0,5,1,3,1,34
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137210,Electronics and Telecommunication Engg,60,51,0,9,0,1,OHU,4,1,1,1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,12
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137210,Electronics and Telecommunication Engg,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137210,Electronics and Telecommunication Engg,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137210,Electronics and Telecommunication Engg,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137810,Electronics Engineering ( VLSI Design and Technology),60,51,0,9,0,1,HU,9,4,3,1,2,1,0,0,1,0,1,1,0,0,3,2,2,1,31
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137810,Electronics Engineering ( VLSI Design and Technology),60,51,0,9,0,1,OHU,3,2,2,0,1,0,1,0,1,0,0,0,1,0,1,1,2,0,15
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137810,Electronics Engineering ( VLSI Design and Technology),60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137810,Electronics Engineering ( VLSI Design and Technology),60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516137810,Electronics Engineering ( VLSI Design and Technology),60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516161210,Mechanical Engineering,60,51,0,9,0,1,HU,9,4,4,1,2,0,1,0,0,1,1,0,1,0,4,2,3,1,34
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516161210,Mechanical Engineering,60,51,0,9,0,1,OHU,4,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,12
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516161210,Mechanical Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516161210,Mechanical Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",60,0516161210,Mechanical Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516199510,Artificial Intelligence and Data Science,60,45,0,9,6,0,HU,9,3,2,2,1,1,0,1,0,0,0,1,1,0,5,1,1,1,29
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516199510,Artificial Intelligence and Data Science,60,45,0,9,6,0,OHU,2,2,2,0,1,0,1,0,1,0,1,0,0,0,2,0,2,0,14
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516199510,Artificial Intelligence and Data Science,60,45,0,9,6,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516199510,Artificial Intelligence and Data Science,60,45,0,9,6,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Un-Aided,05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",54,0516199510,Artificial Intelligence and Data Science,60,45,0,9,6,0,EWS,,,,,,,,,,,,,,,,,,,6
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517919110,Civil Engineering,60,51,0,9,0,1,HU,9,4,2,2,1,1,0,1,1,0,2,0,0,1,4,2,2,2,34
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517919110,Civil Engineering,60,51,0,9,0,1,OHU,3,2,2,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,12
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517919110,Civil Engineering,60,51,0,9,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517919110,Civil Engineering,60,51,0,9,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Un-Aided,05179,"Vishwabharati Academy's College of Engineering, Ahmednagar",60,0517919110,Civil Engineering,60,51,0,9,0,1,EWS,,,,,,,,,,,,,,,,,,,6
